Company,Name,Title,Image Links
Cisco,Janine Daniel,"VP, Operations",https://media.licdn.com/dms/image/v2/C5603AQGI2ZtJzwbzMg/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1637780353612?e=1776297600&v=beta&t=yIE0rpTZwSE9TjF1iUgR08MjrVo2BIdvftLas41qkgQ
Cisco,Nicole Isaac,"Vice President, Global Public Policy",https://blogs.cisco.com/gcs/ciscoblogs/1/2024/08/niisaac.jpg
Cisco,Amy Bunn,"VP, Communications",https://media.licdn.com/dms/image/v2/D4E03AQGan8TDVqcbpw/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1704921513425?e=1776297600&v=beta&t=eYFnjVOwp2gxMwdA3nYRRU6q3SSmh8VmmAQV-SsCtw0
Cisco,Sarah Schakow,"Director, Public Affairs",https://pbs.twimg.com/profile_images/788861049554538496/sdRFbqKN_400x400.jpg
Cisco,Krysten Jenci,"Director of Public Policy, Global Government Affairs",https://media.licdn.com/dms/image/v2/D4E03AQELa6w4w4Tp5g/profile-displayphoto-crop_800_800/B4EZsOnM1oJ0AI-/0/1765476717065?e=1776297600&v=beta&t=25-Z9mDecUw-h9gv3ep847je7x56cNywjJ-Zp_LUiLs
Cisco,Eric Wenger,Senior Dir Cyber & Emerging Tech Policy,https://blogs.cisco.com/gcs/ciscoblogs/1/2020/09/6DC8F2DB-E2AF-4E30-914E-3C9A7D62BFBF-150x150.jpeg
Cisco,Tiffany Saade,"Product Manager, AI Security",https://media.licdn.com/dms/image/v2/D4D03AQGuc6jABfCsdA/profile-displayphoto-crop_800_800/B4DZutJcPcJYAI-/0/1768136492816?e=1776297600&v=beta&t=sRB7ZR1-eF7GCuJQMz1HO4gm9IYV9-69uzHjxMuehfY
KPMG,,,
KPMG,Tim Walsh,Chair And CEO,https://kpmg.com/kpmg-us/content/dam/kpmg/corporate-communications/image/2025/tim-walsh-2025.png
KPMG,Matt Miner,"Vice Chair – Legal, Regulatory, & Compliance And General Counsel",https://db-fastly.legal.io/article/67acb593a59eb73e7a274b1b/1739567427.jpeg?auto=webp
KPMG,Kenya Robinson,Communications Manager,No image found
KPMG,Kashti Khan,"Senior Associate, Digital Channel Activation",No image found
KPMG,Dan Knight,"Director, Public Affairs",https://media.licdn.com/dms/image/v2/D4E03AQGf-gi7C2nLyQ/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1722256499414?e=1776297600&v=beta&t=Sr9A6s_GYR4AQlgDjDHFVq6kABlOh4eLAN0g3bt8auM
KPMG,Molli Flynt,Managing Director; Chief Of Staff To The CEO,https://media.licdn.com/dms/image/v2/C4E03AQFg3GopUSWG6A/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1517669700996?e=1776297600&v=beta&t=kC9EMdnq02gkxMT1i1t1eOKPbLsKnSldFeRa2YKBU9M
KPMG,Harold Kim,"Principal-in-Charge, Office Of Government Affairs And Public Policy At KPMG LLP",https://uschamber.imgix.net/https%3A%2F%2Fwww.uschamber.com%2Fassets%2Fimages%2Fheadshots%2FKim1-ImpactfulBlue.jpg?auto=compress%2Cformat&crop=focalpoint&fit=crop&fm=jpg&fp-x=0.5241&fp-y=0.3374&h=750&q=75&w=600&s=10442a2fb05998ac3608c3ab4a28fff8
KPMG,Jennifer Linardos,Client Relations & Strategy Lead I Office of the Chair,https://media.licdn.com/dms/image/v2/D4E03AQFeqimgQIfKuQ/profile-displayphoto-crop_800_800/B4EZy5lLJ_JYAI-/0/1772640056775?e=1776297600&v=beta&t=6WTgc32R_U_pThtoTRKtU2sAtzqnHq_MlTJ3ViOjrzA
KPMG,Atif Zaim,Deputy Chair And Managing Principal Of KPMG,https://kpmg.com/kpmg-us/content/dam/kpmg/corporate-communications/image/2025/Atif_final.png
KPMG,Mark Fitzgerald,Principal,https://assets.kpmg.com/is/image/kpmgcloud/mark-fitzgerald:cq5dam-web-598-598?wid=562&hei=562
KPMG,Maureen Davenport,Chief Corporate Affairs Officer,https://media.licdn.com/dms/image/v2/D4E03AQER1AeySx0AUQ/profile-displayphoto-crop_800_800/B4EZwpdqmjIMAI-/0/1770222168868?e=1776297600&v=beta&t=C2-ySkGKKmA7LRnMiSGDl5l_MaKTskOVx44092u2LmU
KPMG,Ozan Cakmak,Director,https://assets.kpmg.com/is/image/kpmgcloud/cakmak-ozan:cq5dam-web-320-320?wid=320&hei=320
KPMG,Robert Gilpin,Global Lead - International Development Assistance Services (IDAS) Institute,https://media.licdn.com/dms/image/v2/C4E03AQGImaexhQxiAA/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1516347082102?e=1776297600&v=beta&t=8pfRiFGvuedd0n27xUK-qy8A-BFdpVfsA3ZzQV3lavw
Indeed,,,
Indeed,Deko (Hisayuki) Idekoba,"CEO and President of Indeed & Representative Director, President & CEO of Recruit Holdings",https://media.licdn.com/dms/image/v2/D5603AQGFBbBpJ2G3sQ/profile-displayphoto-shrink_800_800/B56ZcXw402GoA0-/0/1748450381627?e=1776297600&v=beta&t=O0YXU0uYyi9bWhEceEmR3kpm0_VZ94hCEAEiJPi2NIw
Indeed,Laura Ullrich,Director of Economic Research in North America,https://media.licdn.com/dms/image/v2/D4E03AQGAUomH15ESbA/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1692044656147?e=1776297600&v=beta&t=vmB909fgKDN9jX5j_4YLgFesjFhudP7eT5uR9BRmksE
Indeed,Maggie Hulce,Chief Revenue Officer,https://media.licdn.com/dms/image/v2/C4E03AQEdLmiPCx4qhw/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1573441483498?e=1776297600&v=beta&t=DLZqxxWINPQoU9h82IdAH5TNcO1T1y7naT3kP7Cxilo
Indeed,James Whitemore,Chief Marketing Officer,https://media.licdn.com/dms/image/v2/D5603AQEkXqZbuSafgA/profile-displayphoto-crop_800_800/B56ZlOZaArI4AI-/0/1757956907447?e=1776297600&v=beta&t=NPs12ffZqBIGuN-toey12wWZV58dRQVIFQY19xXXM40
Indeed,Anthony Moisant,Chief Information and Technology Officer,https://recruit-holdings.com/fetch/img/fdbc3n76uu0x/6tkd0T7QBMfFtp1pZsZjGK/8a6e3676ba11e8c508b468f1a9f83ce2/Profile.jpg?w=1920&h=2560&fl=progressive&q=50&fm=jpg&bg=rgb%3Af3f5fa
Indeed,Samantha Zupan,"GVP, Communications",https://media.licdn.com/dms/image/v2/D5603AQGgyhYYhJ5bSA/profile-displayphoto-scale_200_200/B56ZuUfOLmJcAY-/0/1767722774611?e=2147483647&v=beta&t=iydAKiN_vI3FK2wFDqP6fLi8jcJe7wyXTlrY1TSnrOw
Indeed,Matthew Jensen,"Senior Director, Government Relations and Public Policy",https://media.licdn.com/dms/image/v2/D4E03AQHlXLYpEwlOfw/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1719440875692?e=1776297600&v=beta&t=7Udjv0lJS-G9mGzkHsTt0AC2uNoOhfJDNKXrsFCcYzM
Indeed,Mauricio Plaschinski,"VP, GTM Commercial",https://media.licdn.com/dms/image/v2/C4E03AQEwcPlU-Jx2Sg/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1517676806334?e=1776297600&v=beta&t=X9m3gnIR6Zw_mcZuFhV4Hu_UW-GllHoSUuf1E1Ndi-Y
Indeed,Carrie Engel,"Director, Public Relations",https://media.licdn.com/dms/image/v2/C4D03AQH9q0k4gDLLrw/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1582830199896?e=1776297600&v=beta&t=IXb1DQjlTWPYWTzyxN-CvBKkK2FTEhZNTm4WYmqJ3Bs
Indeed,Alexis Taylor,"Senior Manager, Sustainability Strategy & Compliance",https://assets.weforum.org/author/image/responsive_small_webp_k_46nTlF6SbONS-j5slI6gtGNJldHqISw9M3Az1mEuY.webp
West Health,,,
West Health,Shelley Lyford,CEO,https://westhealth.org/wp-content/uploads/2023/10/Shelly.jpg
West Health,Tim Lash,President,https://westhealth.org/wp-content/uploads/2023/10/Tim-Lash-Headshot-scaled-e1656699713706.jpg
West Health,Zia Agha,Chief Medical Officer,https://media.licdn.com/dms/image/v2/C4E03AQHWuCgdMPqMPQ/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1517704820065?e=1776297600&v=beta&t=uF3X6t5EfX5w343N6PTZAorP0n5GxqzfD88d3Dl1wOU
West Health,Jon Zifferblatt,Chief Strategy Officer,https://media.licdn.com/dms/image/v2/C4E03AQG7SO6VYr7S9A/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1516233125345?e=1776297600&v=beta&t=EOu_Cq1uIW0SweRBmRy1wHm7TCtjLnBAkdrKsZ0p5A0
CRH,,,
CRH,Jim Mintern,CEO,https://media.licdn.com/dms/image/v2/D4D03AQHACHqEKr9GrQ/profile-displayphoto-crop_800_800/B4DZvcapnEGUAU-/0/1768929538061?e=1776297600&v=beta&t=p76Q0L3CUkqFq97wmLNP04jdJTLR2E6duJruCVzqJ-k
CRH,Timo Burbidge,"VP, Corporate Communications",https://media.licdn.com/dms/image/v2/D4E03AQEE3Y6Tz6nJxQ/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1722793988951?e=1776297600&v=beta&t=V1uX7OAZv2lt19nudYxqM9DoB8Tk1nVAHkbYm3pMwsM
CRH,Nathan Creech,President Of CRH Americas,https://www.crh.com/wp-content/uploads/2025/08/nathan-creech.png
CRH,Ryan Lindsey,Head Of Government Relations,https://media.licdn.com/dms/image/v2/D5603AQEkIsvSpy4oqw/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1700192160887?e=1776297600&v=beta&t=WtQEx5N5EFapnCUfaIuNqpak5OrB7vonZKBPldss6ig
CRH,Pádraig Ó Ríordáin,Chief Legal And Corporate Affairs Officer,https://www.crh.com/wp-content/uploads/2025/08/padraig-oriordain.png
CRH,Lauren Schulz,Chief Communications Officer,https://media.licdn.com/dms/image/v2/D4E03AQEQ_j84d3f51A/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1724708421783?e=1776297600&v=beta&t=7Mmfb_TO9FiFXDeDyaFO122sD_PhzDUE6j6qOkD_FWo
Coupang,,,
Coupang,Rob Porter,Chief Global Affairs Officer,https://www.kedglobal.com/data/ked/image/2023/07/04/ked202307040001.338x.0.png
Coupang,Bill Anaya,"Vice President, Global Government Affairs",https://media.licdn.com/dms/image/v2/C4D03AQH2TpS43z12gg/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1633806392903?e=1776297600&v=beta&t=JQT343Me1LtVKnwmQ1BbwrK7BeAqB_iV7bKMcXdyikI
Coupang,Ari Zimmerman,"Senior Director, Global Government Affairs",https://media.licdn.com/dms/image/v2/D4E03AQFDZsUeSHvQZQ/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1731082755384?e=1776297600&v=beta&t=-7n2ZqzUAFY8-fnTgyN_ZrHtfq35Te7kmctzs9Wr36k
Coupang,Tricia Van Orden,"Head Of Strategic Partnerships, Coupang",https://www.trade.gov/sites/default/files/styles/bio_card/public/2022-07/2022%20TVO%20Headshot%20A1.jpg?itok=XS8ARPxO
Coupang,Jason Park,"Director, Government Affairs",https://media.licdn.com/dms/image/v2/C5603AQEihpplN-TWGw/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1654724954215?e=1776297600&v=beta&t=yDocFbntCeZ-UMYupDjjRyPJzTW7UqjMpScDHv5A4hA
Coupang,Scott Jacobs,"Head Of Global Public Policy, Coupang",https://media.licdn.com/dms/image/v2/C4D03AQF50eFweGFp1g/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1633186420181?e=1776297600&v=beta&t=l8GwotZG38HyS9KeJqg8M_77kX5XkND-TgE93ErYqYc
Coupang,John Hughs,"Director, Global Public Policy",No image found
Coupang,Ashley Bright,Head Of Global Policy Communications,https://media.licdn.com/dms/image/v2/D4E03AQHVrOdqI1K_uA/profile-displayphoto-shrink_800_800/B4EZTQ0JhLGgAg-/0/1738670119973?e=1776297600&v=beta&t=E56nbvgrHVpF1B94kEC0R8oVPsemsnWT0kVHQzd7Nf4
Coupang,James Rubenson,Principal Global Public Affairs Writer,No image found
Coupang,Jay Bryant,Global Public Affairs,https://media.licdn.com/dms/image/v2/D5603AQHvZ8X-f4-ZMQ/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1722449673322?e=1776297600&v=beta&t=xW6HFtTxMfUkY1DFKBiGg6lpCv87jfWlyivgzgnbNpU
Coupang,Erika Reynoso,Head Of Global Public Affairs,https://media.licdn.com/dms/image/v2/D4E03AQEbW0fP_kxb5w/profile-displayphoto-crop_800_800/B4EZk7c8e6KoAI-/0/1757639075475?e=1776297600&v=beta&t=Du17YLvcWU-baQ4usjdA8IREaMXCpZSYX61fryJk2IM
Coupang,Bethany Hoffman,Government Affairs Manager,No image found
Coupang,Katerina Geisler,Operations Lead,https://media.licdn.com/dms/image/v2/D4E03AQFXHd5IoUu1JQ/profile-displayphoto-crop_800_800/B4EZw9dfKiHgAI-/0/1770557666459?e=1776297600&v=beta&t=_GyS_xljwW8h3QH8Vdqufzrequ3giWlxKx_TizHgI0M
Scneider Electric,,,
Schneider Electric,Aamir Paul,"President, North America",https://media.licdn.com/dms/image/v2/D5603AQHzkAum6f67xQ/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1723843859588?e=1776297600&v=beta&t=21vlU8zo8AyWtjjEiHZGpfTP8X1oyVt7QawJb1G3r0w
Schneider Electric,Jeannie Salo,Chief Public Policy Officer,https://media.licdn.com/dms/image/v2/D4E03AQGwmWpt6kjPIA/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1731850872679?e=2147483647&v=beta&t=eYw2HlnB9AsowVWv3VgcMPkBr9ZPyRmnYBX-1HwHjO4
Schneider Electric,Steven Carlini,VP Of Innovation & Data Centers,https://www.se.com/us/en/assets/wiztopic/605df4d782f2053b7c5bb2a1/Steven-Carlini-jpg_square.jpg
Schneider Electric,Robert Roseman,Chief Of Staff,https://media.licdn.com/dms/image/v2/D4E03AQEr9bDAn3LcyA/profile-displayphoto-scale_200_200/B4EZkaERCzHgAg-/0/1757078951341?e=2147483647&v=beta&t=_tZby3_RK3JWRIvjdHwQxDh4VOuUvaj0JMPmppPGa_w
Schneider Electric,Alexa Roth,Chief Of Staff,https://media.licdn.com/dms/image/v2/D5603AQFCY0A8DpVkYQ/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1680532023351?e=2147483647&v=beta&t=DYBNjrxb5qLj4zA0I2HyAs0tdYPya2r4TRfelJ-iNis
Schneider Electric,Trevor Grady,"Manager, Communications",https://media.licdn.com/dms/image/v2/D5603AQFelg06_APu8Q/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1729272790099?e=2147483647&v=beta&t=BMLzGCkbeWePbgEnHA-CB30QmPB2FYkkBdNxN3d3sMY
Schneider Electric,Olivia Hanley,Marketing Strategic Programs Manager,https://media.licdn.com/dms/image/v2/D4E03AQEKOrw2zsS0ng/profile-displayphoto-crop_800_800/B4EZzUGwaZKkAI-/0/1773085067731?e=1776297600&v=beta&t=XSp_PFYUtiXJzz2_v2EuFkKxd_EEImtq_IiYC55cm_w
Schneider Electric,Ferron Dunham,"Director, C-Level Marketing",No image found
Schneider Electric,Tom Millas,"Vice President, Brand & Communications (North America)",https://media.licdn.com/dms/image/v2/D5603AQHrpyNxiszH2Q/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1725548472164?e=1776297600&v=beta&t=LW9diTrvjRWTgThmTUPxJJ6j32e_6_Yc-vvExWX36e8
Schneider Electric,Erin Kalidindi,"VP, USA Energy Management and C-Level Marketing",https://media.licdn.com/dms/image/v2/D4E03AQEynaPPT1_FYg/profile-displayphoto-crop_800_800/B4EZu89WknIwAQ-/0/1768401759313?e=1776297600&v=beta&t=LisZO5K_ZmprOt69IGJUsetBQfVZ9ZgD8rQUvgELmhE
Schneider Electric,Manish Kumar,EVP Digital Electric,https://media.licdn.com/dms/image/v2/D4E03AQHpQMF86hLfpg/profile-displayphoto-crop_800_800/B4EZ0OaZNiIUAI-/0/1774063294000?e=1776297600&v=beta&t=XK5E9YHUbbSAYfTL6wJ3_AlZz7dhzf_kaBNx2mRfddU
Schneider Electric,Guillaume Le Goïc,"SVP, Power Systems & ETO",https://www.se.com/us/en/assets/wiztopic/63cff2f080a44182f60e67e4/Guillaume-Le-Gouic-jfif_square.jpg
Schneider Electric,Vincent Petit,"SVP, Climate And Energy Transition Research",https://media.licdn.com/dms/image/v2/D4E03AQFc0Y7be_wRBg/profile-displayphoto-shrink_400_400/profile-displayphoto-shrink_400_400/0/1703866031471?e=2147483647&v=beta&t=XbtNFR-sK0zmEmsOCKQbmL-rLrAGIGrmLKOPyUGzOdE
Schneider Electric,Michele Hix,"VP, Strategic Customers",https://media.licdn.com/dms/image/v2/D5603AQFpxgdNbgqrNQ/profile-displayphoto-crop_800_800/B56Zy5qG1VHsAI-/0/1772641349807?e=1776297600&v=beta&t=w8UugEIhA_dc1ibgVYUazjs9WKaDHk0x-pbbA7EtCRs
Schneider Electric,Chris Collins,"SVP, Digital Buildings",https://www.nacleanenergy.com/images/articles/OK/Chris-Collins-of-Schneider-Electric-jpg_square.jpg
Chevron,,,
Chevron,Ryder Booth,Chief Technology and Engineering Officer,https://www.chevron.com/-/media/chevron/who-we-are/leadership/redesign-leader-bio/bio-leader-booth-ryder.jpg?h=330&hash=0DE08DD31941B9FB49BCCA7AD3592F25
,,,
Stand Together,,,
Stand Together,Brian Hooks,Chairman and CEO,"https://fedsoc.org/cdn-cgi/image/fit=scale-down,width=320,format=jpeg/https://fedsoc-cms-public.s3.amazonaws.com/headshots/PQJwTxxcYIaA7YYBrVtiQAD2V7itCWFMnNgpIxnl.jpeg"
,,,
LinkedIn,,,
,,,
Fermi America,,,
Fermi America,Toby Neugebauer,(Co-Founder & CEO,https://fermiamerica.com/nitropack_static/FQXoEZyAlpbQLYIxYpQUnLgAIeGqfdsQ/assets/images/optimized/rev-71e3fd4/fermiamerica.com/wp-content/uploads/2025/10/Toby-Heeadshot-500x500.jpg
,,,
Salesforce,,,
Salesforce,Kendall Collins,CEO - Government Cloud & Missionforce,https://www.salesforce.com/news/wp-content/uploads/sites/3/2024/02/Kendall.jpg
Salesforce,Sabastian Niles,President & Chief Legal Officer,https://media.licdn.com/dms/image/v2/D4E03AQEl1H3E1e5dxg/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1689516735409?e=1776297600&v=beta&t=Tdk1l3iuOjaNE2mduLYcRj0qxQvNl0a3Z2cYArkMqow
Salesforce,Vivienne Wei,COO,https://media.licdn.com/dms/image/v2/C5603AQFL36GFObwGvg/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1636493026088?e=1776297600&v=beta&t=VZM6Cn_rsgvMXVui4OLx1MsPeRPk3veNILGlOb6f7b4
Salesforce,Charlotte Smith,"Senior Manager, Public Affairs",https://media.licdn.com/dms/image/v2/D4E03AQGE0pi0sYwfMQ/profile-displayphoto-shrink_800_800/B4EZZ89Y4nGYAc-/0/1745853190049?e=1776297600&v=beta&t=ESAb-ygvPtZiWv2_XcAMNay0vLhnr1btbPZATMnU-Pk
Salesforce,Margaret Taylor,"Director, Public Affairs",https://media.licdn.com/dms/image/v2/D5603AQHPyTY76xIZBg/profile-displayphoto-crop_800_800/B56ZjVaPglHQAM-/0/1755927083705?e=1776297600&v=beta&t=-ArncnnCDhfiJn1-_wwHBfhNhDx6fkujtYrN99Exodo
,,,
Weber Shandwick,,,
Weber Shandwick,Jim O'Leary,Global President/ CEO North America,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQn__jae35Q_C2_m1drzKMvVkkO4RNbsPQDiA&s
Weber Shandwick,Paul Massey,"President, Weber Shandwick, South & Weber Advisory",https://webershandwick.com/_next/image?url=https%3A%2F%2Fcms.webershandwick.com%2Fwp-content%2Fuploads%2F2025%2F04%2FPaulMassey1-copy.jpg&w=3840&q=75
Weber Shandwick,Ariel Bashi,Head Of Executive Visibility,https://media.licdn.com/dms/image/v2/D5603AQHz1cH4tGKnnQ/profile-displayphoto-crop_800_800/B56Zv3GP8xK4AQ-/0/1769377171751?e=1776297600&v=beta&t=KbTii9rLPzcXjl2zP7FZffzs7syktx4wqqmYX2V0EOw
Weber Shandwick,Meghann Curtis,EVP & Head Of Public Affairs,https://media.licdn.com/dms/image/v2/C4E03AQFpYegUBiPEFg/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1626092835967?e=1776297600&v=beta&t=fpr0oPiljJEatrO6fT5OJtXmXwJeyULNsL6UlEHX-iI
Weber Shandwick,Ben Branham,"Executive Vice President, Advisory Practice Lead",https://media.licdn.com/dms/image/v2/D4E03AQEFR2M8lR8Y4g/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1706318713575?e=1776297600&v=beta&t=JT6khDng2HzCOH28miDdK39v8mNrFnkPB8FVIYyFq6E
,,,
Lippincott,,,
Lippincott,Michael D’Esopo,CEO,https://media.licdn.com/dms/image/v2/D4E03AQFwdV4Zr8t20w/profile-displayphoto-scale_200_200/B4EZobBhP3JgAY-/0/1761389975052?e=2147483647&v=beta&t=mPLkAxI2EUpNXaSMac6Y-fDqvRQ3zje3_hidZa61bqQ
Lippincott,Taddy Hall,"Senior Partner, Experience Innovation/Strategy",https://eiwpyksmmiv.exactdn.com/wp-content/uploads/2022/01/TaddyFeature.jpg
Lippincott,David Mayer,"Senior Partner, Director Of Marketing And Customer Strategy",https://media.licdn.com/dms/image/v2/C4D03AQHl4eqq1nORGQ/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1518476935576?e=2147483647&v=beta&t=DG7nbwrXK6PxdmpW0KrdhC-QnDeyXTw51P6c63M23jA
Lippincott,Christina Bowels,Marketing Manager,https://media.licdn.com/dms/image/v2/D4E03AQH4pgp8ezv71A/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1715027196017?e=1776297600&v=beta&t=ykp42iPfLqKEJAroII0hpVzcEpBKf-PHMmD19yhmI5I
Lippincott,Robert Chedid,Partner And Head Of Marketing,https://media.licdn.com/dms/image/v2/D4E03AQF_GDgcwSsYEQ/profile-displayphoto-crop_800_800/B4EZuU2DUJGYAI-/0/1767728758187?e=1776297600&v=beta&t=kcOFKUFNwB0Yk57g0GRUMqT4uL7Sg_VCz7JhWlVf3Vc
,,,
FGS Global,,,
FGS Global,Alexander Geiser,CEO,https://fgsglobal.com/_next/image?url=https%3A%2F%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2F0132881115%2Falexander-geiser.jpg&w=3840&q=75
FGS Global,Ken Mehlman ,Board Member,https://www.kkr.com/content/dam/kkr/bio/headshots/Ken%20Mehlman.jpeg
FGS Global,Mike Feldman,"Partner, Co-Chairman, North America",https://fgsglobal.com/_next/image?url=https%3A%2F%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2F0a049d63f2%2Fmichael-feldman.jpg&w=3840&q=75
FGS Global,Winnie Lerner,"Partner, CEO, North America",https://fgsglobal.com/_next/image?url=https%3A%2F%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2F90682bad89%2Fwinnie-learner.jpg&w=3840&q=75
FGS Global,Nick Luna,Partner,No image found
FGS Global,Richard Walters,Partner,https://fgsglobal.com/_next/image?url=https%3A%2F%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2Fec93606798%2Frichard-walters_04.jpg&w=3840&q=75
FGS Global,Tom Johnson,"Partner, Global Head of Private Capital and Financial Services",https://cached.imagescaler.hbpl.co.uk/resize/scaleWidth/1272/cached.offlinehbpl.hbpl.co.uk/news/URP/TomJohnson.jpg
FGS Global,Capricia Marshall,Partner,https://a.storyblok.com/f/137553/1024x1400/90251a4671/capricia-marshall-placeholder-1.jpg
FGS Global,Joseph Caruso,Partner,https://s3.amazonaws.com/a.storyblok.com/f/137553/1024x1400/2f6ccea5e2/joseph-caruso.jpg
FGS Global,Morgan Hill,Director,https://fgsglobal.com/_next/image?url=https%3A%2F%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2Ff28ceb04dd%2Fmorgan-hill.jpg&w=3840&q=75
FGS Global,Kaveh Farzad,"Managing Director, Global Public Affairs",https://fgsglobal.com/_next/image?url=https%3A%2F%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2F77393094d2%2Fkaveh-farzad.jpg&w=3840&q=75
FGS Global,Mike Iger,Partner,https://fgsglobal.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2Fd9111939d7%2Fmike-iger.jpg&w=1080&q=75
FGS Global,Matthis Kaiser,Partner,https://fgsglobal.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2F34382c5424%2Fmatthis-kaiser.jpg&w=1080&q=75
FGS Global,Douglas Bove,Managing Director - Geopolitics,https://a.storyblok.com/f/137553/1600x830/53c686c9ed/doug-bove-announcement.png
FGS Global,Abby Deift,Managing Director,https://fgsglobal.com/_next/image?url=https%3A%2F%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2F4f17fd67b1%2Fabby-deift.jpg&w=1080&q=75
FGS Global,Aaron Kwittken,"Partner, Global Head of AI and Innovation",https://fgsglobal.com/_next/image?url=https%3A%2F%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2F63cfdf3104%2Faaron-kwittken.jpg&w=1080&q=75
FGS Global,Bryan Locke,Partner,https://s3.amazonaws.com/a.storyblok.com/f/137553/1024x1400/bfedef2317/bryan-locke.jpg
FGS Global,Charlie Sipkins,Partner,https://fgsglobal.com/_next/image?url=https%3A%2F%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2F6d9bbab7e8%2Fcharlie-sipkins.jpg&w=1080&q=75
FGS Global,Charlotte Ivancic,Partner,No image found
FGS Global,Jenni LeCompte,Partner,https://fgsglobal.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2Fd97ae329c5%2Fjenni-lecompte.jpg&w=1080&q=75
FGS Global,Jennifer Loven,Partner,https://fgsglobal.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2Feb926045e0%2Fjennifer-loven.jpg&w=1080&q=75
FGS Global,Jill Lesser,Partner,https://fgsglobal.com/_next/image?url=https%3A%2F%2Fa.storyblok.com%2Ff%2F137553%2F1024x1400%2F382cb8f93d%2Fjill-lesser.jpg&w=1080&q=75
FGS Global,Julia Phelps,"Partner, Chief Marketing Officer and Head of Transformation",https://fgsglobal.com/_next/image?url=https%3A%2F%2Fa.storyblok.com%2Ff%2F137553%2F1600x830%2Fa53cb15c11%2Fweb-announcement_jp.png&w=3840&q=75
FGS Global,Nedra Pickler,Partner,https://cdn.theorg.com/017567a1-4dde-4cd3-9416-4816b65f330c_medium.jpg
FGS Global,Susan Claxton,,https://media.licdn.com/dms/image/v2/C4E03AQGroiNFR4ZQVg/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1516309290398?e=1776297600&v=beta&t=tFPZx6zdkqq4jrvzowUVK4PNY7qujC-D0aW8r7e2qVA
